word,maleness_embedding_sub,maleness_embedding_wiki,maleness_norm
annoy,-0.03171176082089547,-0.008269907400277998,4.5
annoyance,0.04572676389461988,-0.010132734196406146,4.4
annoying,-0.02313327214782379,-0.0272924750574145,4.25
answer,0.018507624563695535,0.014066621020397546,3.9091
ant,0.05698746082733208,0.018069662814438725,4.2059
anteater,0.019322863661436762,-0.013089172531148663,4.6129
antelope,0.03263664213793854,-0.030755901946811326,3.7429
anthem,5.338944830859116e-4,-0.019392933252266237,4.4545
anthropology,-0.03432201838804447,-0.028822535204721778,4.3871
anticipation,0.018243291071318946,0.017896587504535627,3.2571
anus,0.018929055825185837,0.006653192718382633,4.6563
anxiety,-0.03884258381982256,-0.014580422619372035,3.1212
anxious,0.006884491075192567,0.008330232346862587,3.0556
apathy,0.024566865563212067,0.043507003310150394,3.1923
ape,0.07046564231477315,0.039371819937102204,5.6176
apex,0.04349462597686368,0.020512570159786678,4.1154
apologize,-0.015619923912921801,-0.01205636034130489,3.2903
apology,-0.010583054325368546,0.03684564761640896,3.2647
appalling,0.01300549780317023,0.01066504381011732,4.1818
appear,0.011208484192069046,-0.026240172541560663,3.72
appearance,-0.01293705263509265,-0.004402319260445708,2.8667
appeared,0.009624724634928028,-3.0022571660676123e-4,3.7037
applause,0.01879909035810237,0.015991462836762033,3.9118
apple,0.013790452013668408,-0.02225481199405155,3.7551666666666668
appliance,0.02000764185214532,-0.014003353648649158,4.4242
applied,-0.005138549019310962,-9.535805998596575e-4,4.1613
apply,0.014658783386001628,0.0022343799414047683,4.0323
appoint,0.06598337841415963,0.0674628406814187,4.2727
appointment,-0.02035477261871066,0.058867555099461455,3.6129
appreciate,0.013406542028327667,0.009278856535382823,2.9032
approval,0.012050785775587713,-0.003651231616425471,3.3235
approve,-0.005266711459360807,-0.032333777845112766,3.6061
apricot,-0.04123434398445461,-0.046869556667265555,3.2059
apron,-0.036674707614050284,-0.03938358872935599,2
aptitude,0.007518698339054886,0.03744569665167649,4.4545
arch,0.03325827376089935,0.047354496900239476,4.2
archaeology,0.0016207046184477658,-0.028961402284780016,4.9706
archer,0.019323842603237107,-0.004566686898059891,5.25
archery,0.023260121032208148,-0.0012753202780124706,4.6
architect,0.035176951384889965,0.029856658163700894,5.1765
archive,-0.01831319281192406,0.00624542948330728,4.0571
argue,0.005663226315453018,-0.01992779442585188,4.2059
argument,-0.0029899003824400694,0.002097218065063411,4.7273
arise,0.02075461241107468,-7.061705282104813e-4,3.7941
aristocracy,-0.011117962228988976,0.020526869641403905,4.0606
aristocratic,-0.011276335128733106,-0.021360580431262877,4.7097
arm,0.04585241459849532,0.03146890980186759,4.829366666666667
armadillo,0.047031862456942075,0.01396811922057084,4.5294
armed,0.06710603162030698,0.0038856406673827004,5.9219
armour,0.05456100224468374,0.004592697767399928,5.9412
armoury,0.064129226580515,0.016456924526371264,6
arms,0.012730058209623973,0.023879333035745853,5.0554
army,0.06686015220994229,0.07031862418718954,6.3548
aroma,-0.026213632543300586,-0.04836214650475856,2.7667
arouse,-0.011537951684882086,-0.008898788171943867,4
aroused,-0.030606578949508023,-0.0038875527799486775,4.2424
array,0.011142156782326718,-0.030717796281973783,3.625
arrest,0.06588121024896884,0.04255885746545496,5.3529
arrested,0.06285988972515011,0.03353595412423779,5.4839
arrive,0.0481975897221435,-0.005553825803206541,3.4848
arrogant,0.061644710934210895,0.027429137957173888,5.8438
arrow,0.03789498457517754,0.02466307610111762,5.1176
arrows,0.018734100847703022,0.016029793981820056,4.8125
arse,0.022139384520625804,0.03314213276698161,5.2121
arsehole,0.06412006519568031,0.06981843876680652,5.8235
arson,0.023542646611967533,-0.01152171709006744,5.7576
art,9.622709276930208e-4,-0.022201976526469186,2.9394
artist,-0.011504285849349039,-0.033129473839628054,3.2647
arts,0.019185972889211117,-0.007728824928467493,2.9394
ascend,0.049476981167020984,0.03460445914696428,4.0286
ascent,0.06518206745299637,0.028276037507030394,4.0882
ashamed,0.005899003956107929,-0.007060086883189265,4.0606
ashes,0.005681330138875451,0.007773346070099663,4.2647
aspect,-0.005282959667123277,-0.02991838554552953,3.7273
aspirin,-0.026575093036166286,-0.02984801469364065,3.6667
ass,0.04456162273061354,0.023462267884139326,5.088166666666667
assassin,0.0502178097088114,0.04268252966097014,5.8824
assassinate,0.07077465160671911,0.06247611434901948,5.8824
assault,0.03064715702845902,0.003378704422229095,5.3636
asshole,0.09616357235729184,0.040696068656314754,5.9429
assist,-0.004119930321800025,0.013193020443598852,3.4412
assistant,-0.02457754984661159,0.029273309051408625,3.2353
assuring,0.023694908576453094,0.013308194362580017,3.037
asteroid,0.028950463194065107,-0.029761986310236244,5.2903
asthma,0.003899958221687011,-0.013329259420002404,4.1818
astonish,0.018043755684284263,0.024660066533751024,3.7742
astonished,0.010067038485100488,0.01136865027583056,3.3438
astronaut,0.04504810539049495,-0.02144276613344831,5.5484
astronomer,0.04659089223560217,0.027252459279099306,5.2333
astronomy,0.017123290667333563,0.01593745324870588,4.5429
athletic,0.008992653908985376,0.020585445623785004,4.8438
athletics,0.036587339321815016,-0.00807385454028961,4.9688
atmosphere,-0.022406966888006585,0.026392759953990957,3.7576
atom,0.0426842283033744,0.01512954604060926,4.9063
atomic,0.05731080411916693,0.0030884038358148375,5.0313
atoms,0.010220164864820996,0.02070729782414915,4.7059
atrocious,0.017355564015483188,0.050195477956429285,4.2121
atrocity,0.0522361289462977,0.01904663248945873,4.5455
attack,0.03530514088953546,0.047377538001977304,5.5
attacker,-0.029572435605544234,-0.014276098689819716,5.6563
attempt,0.0400799008611768,0.03556553055378231,3.8788
attendant,-0.016321256843457754,-0.05462967570640359,3.8571
attention,0.0040584753956634245,2.796250975972414e-4,3.4118
attic,-2.804134032025063e-4,-0.029625080456355646,4.25
attitude,0.02075359083075362,0.028756095705282453,3.5758
attract,-0.013463211727807456,-0.018085115808309016,2.8571
attraction,-0.03958560757297602,-0.05877236405984765,2.6667
attractive,-0.09191158730618876,-0.11664207032991122,2.4848
attribute,0.03351735280701357,-0.0011225059493974732,3.6667
auction,-0.010701037951231201,-0.022077059280250555,4.75
auctioneer,0.03138138588495851,0.01557672954587222,5.2857
audience,0.01998841586210584,0.01149955290853874,4.1212
auditorium,-0.013067002992191809,-6.844410944173152e-4,4.5313
aunt,-0.15681245238500113,-0.1292942377093974,1.2727
authentic,-0.0037901763486668794,0.011422332112960398,3.6667
author,9.697943165834499e-4,-0.03233460200298355,3.9118
autopsy,-0.024587032772368678,-0.013588740739281707,4.5
autumn,-0.04013016503893932,-0.021439381814816416,3.3235
avalanche,0.032965712918125445,0.025937760021227663,4.7143
avenge,0.05914985930353406,0.05025119471744505,5.6552
avenue,0.004900895686097445,-0.002847106432515678,3.6897
award,-0.009947639920641682,0.008866159065346657,4
awarded,0.02975674083002275,0.033181072654987875,4
aware,-0.004930322622643757,-6.300228478831049e-4,3.3333
away,0.025750095968301745,3.441023256461895e-5,3.9355
awe,0.02555830761950037,-4.5609154431205945e-4,3.3429
awesome,-0.002174123698472613,0.008064970920153347,4.0968
awful,0.007702342083319158,-0.013988240313552613,4.5152
awkward,-0.04019768141851465,-0.035401401334933774,4.1212
axe,0.06391629920171271,0.025085893627317002,5.697
axle,0.02783700529934055,0.008724918681026289,5.1481
baboon,0.029416496492597755,-6.351532319770758e-4,5.4857
baby,-0.03202123394192902,-0.09032461256268393,2.6667
background,0.0019362596984688063,-0.010290448748119962,3.8824
bacon,0.024381981469744768,0.06360513016957364,5.0909
bacteria,-0.013823704467413045,-0.007555654137389123,4.2059
bad,0.044821073945279066,0.011247633886221853,4.7143
badge,0.052151653337769194,0.01260424990247852,4.7879
badger,0.04995702044609113,0.024239238694747228,4.6765
bag,0.02799711640065733,-0.011415170272059405,2.7333
baggage,-0.010967035506342926,0.007856623633066773,3.8148
bail,0.05114206774065533,0.023291455739234163,4.7273
bait,0.012976387518446542,0.02346244683601742,4.44
bake,-0.046586320497375794,-0.027778806578491466,2.4118
baker,-0.005962825474268574,-0.0015167834922292511,4.6
bald,0.04842349278421021,0.07264285412008176,6.4545
ball,0.04539503184461874,0.028059483391653733,4.0177
balloon,0.029230746538628977,0.010527225178080135,3.8387
ballroom,-0.04308872150749313,-0.03744563197307721,2.5714
bamboo,0.06335923971604193,0.03757899217405278,4.0857
ban,0.04423554787380524,0.04916008244305582,4.5806
banal,-0.06294610339904785,0.023691658710488617,4.9091
banana,0.012434784666349646,-0.004368494346821267,4.0303
band,0.028495284729075754,0.006051116182051064,4.074466666666666
bandage,0.029107715977980175,0.01340831127581954,3.9688
bandit,0.060498405362153895,0.024785695622619813,5.6129
bandits,0.049176518792247104,0.0439523905917448,5.75
bang,-0.012049289159288323,0.03828032128282083,5.1515
banjo,0.043978143925076846,0.033473826597090944,5
bank,0.02484916676088708,0.014077548743243337,4.5699749999999995
banker,0.0703517758880412,0.030359515561857564,5.8529
bankrupt,0.04389867528093047,0.0422579339550839,4.8438
banks,0.0026545087570096493,-0.006004645703039352,4.888866666666667
banner,0.043642773949386426,0.02311529241375851,4.32
bar,0.01586281179340987,0.015943877268712214,4.93856
bare,0.030211840120281608,-0.001331355388850708,3.6538
barely,0.02092033936510923,0.013262126167601862,4.1765
barge,0.01495725530460218,-0.035572968477240396,5.329233333333333
bark,0.025062701146758765,-0.004191837501760082,4.9647
barley,0.03796355210820901,0.02005397499596731,4.1875
barn,0.0021698494187227246,0.009688673523907121,4.8286
barnacle,0.013127234058069537,-0.004053030193343604,4.4667
baroque,-0.0226579415360883,-0.014357243959193938,3.8261
barrage,0.015877260762686585,0.02486685668167779,5.1429
barrel,0.0766988150897957,0.042426891820397925,5
barrier,0.021466741792769833,-4.93594245512291e-4,4.8125
basement,0.014420009621415264,-0.035642950535134194,4.4412
basket,-0.01485984173050589,-0.04349934807643843,3.2188
basketball,0.05004146871889947,0.012778331862581399,5.625
bass,0.041709628848206864,0.042473416512958245,4.909633333333334
bassoon,0.01566226687960201,0.004352882605141162,4.8
bastard,0.08481042786374449,0.06572266361442591,6.2581
bastards,0.07568612872676422,0.04521542686869179,6.2188
bat,0.06512349114566773,0.05495383298084783,4.9927
bath,-0.03321409724859392,-0.004640386436543575,2.5517
bathroom,-0.028275157586030886,-0.06585481207157273,3.1176
battered,0.01753403658757785,-0.0319009702689578,5
battery,0.05402982505048953,0.00925456825876364,4.9091
battle,0.05682435151903659,0.046256080055245785,6.1563
bayonet,0.07169920028853927,0.02139104059265165,5.4688
bazooka,0.06420740009093706,0.04592559146079678,5.6452
beach,-0.005423938197248429,-0.023234236001003772,3.2
bead,0.011276043715913342,-0.07870948268391588,2.6765
beagle,0.04768005415150206,0.03623414423047755,4.0645
beak,0.0398346593107769,0.012716080376756922,4
beaker,0.008834373030854548,-0.045219755607306844,4.3871
bean,0.032728567189932584,0.006830761387843526,4.3429
bear,0.019834240491382826,0.011166340009925085,5.2154
beard,0.08234656483215502,0.048220588738815406,6.6719
beast,0.03447753691548161,-0.00467192815678058,5.8594
beat,0.06966374844429629,0.0325075357660545,4.75165
beaten,0.054409336129357,0.035640388926534206,4.5938
beautician,-0.07998586002306216,-0.13147701959162245,1.5313
beautiful,-0.12569040863464787,-0.13534068161527912,1.4412
beauty,-0.11222778433642061,-0.11742644852409884,1.8333
beaver,0.049149449477149665,0.012153147951171617,4.4138
become,0.026530212770811412,-0.003254538372567256,3.8519
bed,4.1936156643385125e-4,-0.05914791775433759,3.5758
bee,-0.0304976727311303,-0.0395146863176897,3.125
beef,0.05045775836763039,0.0484105007260025,5.6061
beehive,-0.08075129342764956,-0.0494322900919206,3.3438
beer,0.06143283001270475,0.037928256809337535,5.9394
beet,0.021806260486573276,0.018883175966524918,4.0645
beetle,0.06312486866872105,0.007816844264235373,4.9091
befall,-0.007487107876280541,0.007652084488018185,3.8667
beg,0.014565010161456893,0.038148312596680084,3.9143
beggar,0.02082213566940322,0.019112157923270257,4.8438
begin,0.037472052235629216,-0.025805706694054825,4.2
beginning,0.03227165567518872,0.024260343831291747,3.5161
behalf,0.0013856896989363487,0.04027944240868592,3.8529
behave,0.02847655150297701,-0.033252057968583215,3.625
behaviour,0.02506824422397505,0.010069050256684309,3.8857
behind,0.04321794953808411,0.02859805531175738,3.7576
beige,-0.06028824216403045,-0.03422941318358602,3.4242
belfry,0.04003228861679731,0.0231912347722823,4.1818
belief,0.023243367484234195,0.023065763423412988,3.3529
believe,0.02512707362510902,-0.009343940732778028,3.4444
bell,0.017534326233172137,0.0024569717601052032,3.6875
belly,0.006327144744810331,-0.021257559999017128,4.5185
belong,0.009620930592860455,-0.04894170198154196,3.2143
belt,0.017764301936811444,0.019612875643287953,5.4074
bench,0.07905577598869334,0.07806942179557791,4.2813
bend,0.04127763679514676,-0.003159275676812179,3.7353
beneficial,0.011341652995517898,-0.012941404501040282,3.5429
benefit,0.001080551357197479,0.003991073381760607,3.5714
bereavement,-0.02529890031292803,-0.02422200875646638,3.4375
berry,-0.013843163693134042,-0.020668133229155672,2.7429
best,0.01633655222112257,-4.1004353985757414e-4,4.0909
betray,0.020035779671189413,0.036570629436686763,4.8182
betrayal,0.012610278755414372,0.014024095726069274,4.7188
beverage,0.0028363585571277716,-0.018780670673949507,4.2571
beware,0.043224374856906306,-0.010260497944535762,4.8065
bicycle,0.028119814070623,0.029260116584981843,4.0882
bid,0.0020612105298728756,0.011734324240489036,4.4516
bigot,0.05252106324535788,0.015042335938041995,5.3824
bike,0.06876329935503095,0.023337923971627456,4.9394
billion,0.0324490252400263,-0.0018279659248827546,4.6061
binder,-0.01374955699366795,0.0066246878242133544,4.1563
biology,-0.03277792424369019,-0.016898439459174935,3.6364
bird,-0.012778021567813935,5.957801668664275e-4,3.2963
birth,-0.0535733288771002,-0.03919464778103415,1.9118
birthday,-0.025008670860082016,0.0037698745799491507,3.8485
biscuit,0.0030970863808200966,0.01941091457806754,3.5588
bishop,0.04815043531949559,0.05089820294135758,6.0968
bison,0.06484977619836893,0.03745986107517563,5.1111
bit,0.0281302545738904,-0.01589436255069282,4.020575
bitch,0.007132919024473772,-0.08256380880974218,1.9394
bitchy,-0.11928630069634671,-0.1357835534260926,1.6061
bitter,0.005616692259021477,0.005091141022854795,4.2941
bizarre,-0.02684053001358136,-0.009608446706117019,4.4615
black,0.038165805963559285,-0.014444364694666145,5.0588
blackmail,-0.015014012972664942,-0.020175761263348024,4.7059
blacksmith,0.040778632059877695,0.060261448430089376,6.3333
blade,0.0488240808814262,-0.003336218021836812,5.5484
blame,0.02110287556153953,0.00937639930380002,4.2857
bland,0.008511423380922534,-0.021995200106994794,3.9615
blank,0.007041793662929757,-0.006002173657208593,4.0606
blasphemy,0.03299257419968896,0.026417706686936715,4.9697
blaze,0.030703796558785773,0.015554426992244658,4.8824
blazes,0.033054571979047986,0.012682166524249028,4.8261
bleak,-0.01117475712683802,0.021937530885083212,4.4242
blend,-0.002727828072239702,-0.03087154695049893,3.5806
blender,-0.004223876143237437,-0.021661726630903308,3.8
bless,0.04347079860734304,0.004240868954062921,2.8966
blessed,-0.008877004271975686,-0.014060960545502293,2.6857
blessing,0.009187719201217748,0.0021615968574344446,2.5278
blessings,0.02729800060011528,-0.015726951991939464,2.697
blimp,0.022106063455236247,0.005303804657095179,4.4516
blind,0.021539022897292037,0.035861614857111285,4.0606
bliss,-0.059749100566994756,-0.026466837781759983,2.4063
blister,0.017204362619633096,-0.002219692194554118,4.2727
block,0.05462100250367749,0.018301207929046798,4.8788
bloke,0.028972702359147673,0.0185555214133227,6.6061
blond,-0.07290662457408015,-0.05403163096392266,2.5313
blonde,-0.14222691775540758,-0.15796738099345092,1.6471
blood,0.02309353042550355,-0.018096432874354168,4.2121
bloody,0.027026888942066285,0.002142895076063689,4.7429
bloom,-0.03801050758939836,-0.03904473108568088,2.1563
blossom,-0.057855588604280306,-0.09510755445639166,2
blouse,-0.10795105798747817,-0.1053643194709151,1.7576
blow,0.04441239499554561,0.058957143558554026,4.5290333333333335
blubber,0.0291358042437046,0.00825540073979189,3.4999666666666664
blue,-0.01451988030033044,-0.01648994365348172,5.2
blueberry,-0.05517511277738002,-0.05625795797303973,3.2059
bluff,0.032849809259340224,0.027768367875001504,4.4412
blunder,0.043079595913657065,0.08738640062930458,4.4375
blunt,0.01258219244005232,0.0044993891552134735,5.0323
board,0.017744420861965426,-0.006522100177610679,4.6905
boarded,0.002731952184685277,-0.01547956037244222,4.7059
boast,0.04020107915702639,0.0403991537422759,4.9394
boastful,0.023601811952449814,0.0568292731496573,5.3333
boat,0.04454909044058036,-0.014289665139036872,4.9032
body,-0.015935479534033903,-0.02559986972995615,3.2121
boil,0.00859347315197137,0.017629737437394932,4.375
boiler,0.004188746290126749,-0.012523404402260518,5.2727
bold,0.02400416320619836,-0.021420834892696333,5.1563
bollocks,0.050421119815975746,0.01684957380567162,6.2353
bomb,0.05153611906537489,0.021745750805507336,5.6176
bomber,0.055640672929670926,0.01800826622477661,5.7241
bond,0.04224943867801345,-0.01703782565549361,3.7273
bondage,-0.01590985046694418,-0.047808755920836,4.5625
bonds,0.04843373195165218,-0.007104341374900652,4.5203
bone,0.045326686802858784,0.0027416547106349776,4.6452
bones,0.03114716842665044,0.01099902981256401,4.2813
bongo,0.05123107625752926,0.04837837706373102,4.625
bonnet,-0.04874307561581334,0.003768374549664083,2.6552
bonus,0.05151328397464555,0.010493800986120988,4.7419
book,0.0031527746427644776,0.019135112133025378,3.6715333333333335
bookcase,0.013233833298253256,0.015317011049236662,4
boom,0.033122562407393336,0.016741303087994847,5.2581
boost,0.04548514277808158,-0.0021756115715635405,4.4545
boot,0.04200936260163163,0.07162389898443197,4.7694
bored,0.002489568771459616,-0.03604849519228112,4.1429
boredom,-0.007279262561715905,-0.001415239878735458,4.7143
boring,-0.002882974341685607,-0.026291419308968333,4.5152
born,-0.006445273354867331,0.027626122486204607,3.2083
borrow,-0.008863502575821164,0.010182322714944375,4
bosom,-0.01762200312216139,-0.03855828611735396,1.7714
boss,0.06170608150035628,0.043416770495896095,5.6471
botanist,-0.0010660276986071138,-0.0026170278792597146,3.9643
botany,-0.021195425773451765,-0.015027292329411523,3.4839
bother,0.014706526543426912,0.00275154687505344,4.6111
bottle,0.018513529539747775,-0.02206741151056174,4.1154
bottom,-0.013750611475518648,-0.018851288270795852,3.75
bought,0.013400160167042319,0.02447612364289356,3.8667
boulder,0.030915473372412378,-0.0032774123924333987,5.5313
bounce,0.036989549367497154,0.008196921947057734,3.4063
bouncy,-0.036134745024294035,-0.012842110142236018,3.303
bound,0.009730449193740276,-0.04373346612223253,4.2424
bouquet,-0.08979118740652958,-0.08870139791641934,2.0571
bout,0.03851210761116719,0.042583076549012194,4.6129
